DB	ID	ID_REPET	TE_LEN	FAMILY	CHR	START	END	STRAND	LEN_DIFF	INTERSECT	INTERACT	TYPE_INTERACT	NMERGE
BOTH	FBti0061887	ISO1_887_INE-1	119	INE-1	3L	16289412	16289531	+	0	119	1	N	0
BOTH	FBti0061889	ISO1_888_INE-1	66	INE-1	3L	16303722	16303788	-	161	66	1	N	0
REPET	ISO1_889_INE-1	.	153	INE-1	3L	16324545	16324698	-	-1	0	0	-	0
REPET	ISO1_890_Kepler	.	168	Kepler	3L	16345516	16345684	+	-1	0	0	-	0
BOTH	FBti0020123	ISO1_891_Doc	2284	Doc	3L	16443902	16446186	+	1	2284	1	N	0
REPET	ISO1_892_Kepler	.	153	Kepler	3L	16458297	16458450	+	-1	0	0	-	0
BOTH	FBti0020124	ISO1_893_jockey	440	jockey	3L	16494049	16494489	-	8	432	1	N	0
BOTH	FBti0020125	ISO1_894_BS	5123	BS	3L	16523336	16528459	+	7	5123	1	N	0
REPET	ISO1_895_mdg1	.	145	mdg1	3L	16544882	16545027	-	-1	0	0	-	0
BOTH	FBti0061962	ISO1_896_TART-A	699	TART-A	3L	16576994	16577693	-	0	699	1	N	0
REPET	ISO1_897_Kepler	.	114	Kepler	3L	16595824	16595938	-	-1	0	0	-	0
BOTH	FBti0020126	ISO1_898_297	5270	297	3L	16616565	16621835	+	6	5270	1	N	0
BOTH	FBti0020127	ISO1_899_Copia	5162	Copia	3L	16684075	16689237	+	2	5162	1	N	0
BOTH	FBti0020128	ISO1_900_BS	125	BS	3L	16730986	16731111	-	0	125	1	N	0
REPET	ISO1_901_Chimpo	.	209	Chimpo	3L	16787144	16787353	+	-1	0	0	-	0
BOTH	FBti0020129	ISO1_902_roo	9094	roo	3L	16945783	16954877	+	0	9094	1	N	0
FLYBASE	FBti0061973	.	45	INE-1	3L	16999637	16999682	-	-1	0	0	-	0
BOTH	FBti0020130	ISO1_903_G2	123	G2	3L	17034996	17035119	+	0	123	1	N	0
BOTH	FBti0020131	ISO1_904_roo	9090	roo	3L	17085060	17094150	+	8	9090	1	N	0
BOTH	FBti0062030	ISO1_905_HB	572	HB	3L	17242604	17243176	+	33	572	1	N	0
BOTH	FBti0062031	ISO1_906_HB	696	HB	3L	17245042	17245738	-	0	696	1	N	0
BOTH	FBti0062025	ISO1_907_INE-1	102	INE-1	3L	17246300	17246402	+	45	102	1	N	0
BOTH	FBti0062032	ISO1_908_HMS-Beagle2	122	HMS-Beagle2	3L	17247216	17247338	-	46	122	1	N	0
BOTH	FBti0020132	ISO1_909_412	7500	412	3L	17517035	17524535	-	10	7500	1	N	0
BOTH	FBti0020133	ISO1_910_Doc6	511	Doc6	3L	17698327	17698838	-	36	511	1	N	0
FLYBASE	FBti0062044	.	45	INE-1	3L	17700473	17700518	-	-1	0	0	-	0
BOTH	FBti0020134	ISO1_911_mdg1	604	mdg1	3L	17730906	17731510	+	6668	604	1	N	0
BOTH	FBti0059671	ISO1_911_mdg1|ISO1_912_mdg1	7272	mdg1	3L	17730906	17738178	-	NA	NA	2	N	2
BOTH	FBti0059672	ISO1_911_mdg1|ISO1_912_mdg1	5543	mdg1	3L	17731511	17737054	+	NA	NA	2	N	2
BOTH	FBti0020136	ISO1_911_mdg1	1123	mdg1	3L	17737055	17738178	+	6149	1123	1	N	0
BOTH	FBti0020137	ISO1_913_S-element	1731	S-element	3L	17799864	17801595	-	7	1731	1	N	0
BOTH	FBti0062554	ISO1_914_BS2	118	BS2	3L	17834612	17834730	+	25	118	1	N	0
BOTH	FBti0062556	ISO1_915_INE-1	342	INE-1	3L	17835839	17836181	-	7	338	1	N	0
REPET	ISO1_916_hopper2	.	2544	hopper2	3L	17855721	17858265	-	-1	0	0	-	0
BOTH	FBti0062567	ISO1_917_INE-1	499	INE-1	3L	17858895	17859394	+	1042	499	1	N	0
REPET	ISO1_918_hopper2	.	115	hopper2	3L	17860395	17860510	-	-1	0	0	-	0
REPET	ISO1_919_Chimpo	.	212	Chimpo	3L	17860697	17860909	+	-1	0	0	-	0
BOTH	FBti0020138	ISO1_920_Invader4	345	Invader4	3L	17860914	17861259	+	0	345	1	N	0
FLYBASE	FBti0062568	.	64	INE-1	3L	17861269	17861333	-	-1	0	0	-	0
REPET	ISO1_921_INE-1	.	211	INE-1	3L	17861502	17861713	+	-1	0	0	-	0
FLYBASE	FBti0062600	.	75	1360	3L	17861744	17861819	+	-1	75	1	Y	0
BOTH	FBti0020139	ISO1_922_hopper2	1656	hopper2	3L	17861829	17863485	-	379	1656	1	N	0
BOTH	FBti0020140	ISO1_924_Doc	4714	Doc	3L	17863843	17868557	+	3	4714	2	N	1
BOTH	FBti0062569	ISO1_923_INE-1	459	INE-1	3L	17869141	17869600	+	5775	459	1	N	0
BOTH	FBti0020143	ISO1_926_1360	2767	1360	3L	17871251	17874018	+	1815	1753	2	N	1
BOTH	FBti0020141	ISO1_925_hopper2	1750	hopper2	3L	17871336	17873086	-	737	1668	2	N	1
BOTH	FBti0062570	ISO1_927_INE-1	499	INE-1	3L	17875116	17875615	+	1040	499	1	N	0
REPET	ISO1_928_INE-1	.	594	INE-1	3L	17876715	17877309	+	-1	0	0	-	0
BOTH	FBti0062572	ISO1_929_INE-1	174	INE-1	3L	17885580	17885754	-	47	174	1	N	0
FLYBASE	FBti0062625	.	140	INE-1	3L	17915868	17916008	+	-1	0	0	-	0
BOTH	FBti0020144	ISO1_930_Nomad	2747	Nomad	3L	17918427	17921174	-	15	2747	1	N	0
BOTH	FBti0020145	ISO1_931_roo	8998	roo	3L	18047763	18056761	+	2	8998	1	N	0
BOTH	FBti0062626	ISO1_932_INE-1	328	INE-1	3L	18087749	18088077	-	5	323	1	N	0
BOTH	FBti0062643	ISO1_933_INE-1	137	INE-1	3L	18122108	18122245	+	3	137	1	N	0
BOTH	FBti0020146	ISO1_934_S-element	545	S-element	3L	18189644	18190189	+	12	545	1	N	0
REPET	ISO1_935_Kepler	.	296	Kepler	3L	18453058	18453354	+	-1	0	0	-	0
BOTH	FBti0062659	ISO1_936_INE-1	402	INE-1	3L	18463700	18464102	+	13	402	1	N	0
BOTH	FBti0020147	ISO1_937_gypsy2	1466	gypsy2	3L	18469825	18471291	+	0	1466	2	N	1
REPET	ISO1_938_gypsy6	.	113	gypsy6	3L	18470176	18470289	+	-1	0	0	-	0
FLYBASE	FBti0062663	.	62	INE-1	3L	18475877	18475939	+	-1	0	0	-	0
BOTH	FBti0020148	ISO1_939_F-element	3400	F-element	3L	18506186	18509586	+	0	3400	1	N	0
BOTH	FBti0020149	ISO1_940_BS	5117	BS	3L	18514973	18520090	+	6	5117	1	N	0
BOTH	FBti0020150	ISO1_941_roo	9102	roo	3L	18528683	18537785	-	9	9102	1	N	0
BOTH	FBti0062665	ISO1_942_INE-1	156	INE-1	3L	18567881	18568037	-	15	156	1	N	0
REPET	ISO1_943_hopper2	.	280	hopper2	3L	18590185	18590465	+	-1	0	0	-	0
BOTH	FBti0020151	ISO1_944_Cr1a	674	Cr1a	3L	18590703	18591377	-	10	674	1	N	0
BOTH	FBti0020152	ISO1_945_Doc	1919	Doc	3L	18594004	18595923	+	5	1919	1	N	0
FLYBASE	FBti0062687	.	47	INE-1	3L	18702743	18702790	-	-1	0	0	-	0
BOTH	FBti0020153	ISO1_946_Stalker2	7894	Stalker2	3L	18710814	18718708	-	0	7894	1	N	0
BOTH	FBti0062689	ISO1_947_INE-1	283	INE-1	3L	18742899	18743182	+	0	283	1	N	0
BOTH	FBti0020154	ISO1_948_roo	8622	roo	3L	18772464	18781086	-	0	8622	1	N	0
BOTH	FBti0020155	ISO1_949_1360	1103	1360	3L	18833837	18834940	-	3	1103	1	N	0
BOTH	FBti0062690	ISO1_950_INE-1	134	INE-1	3L	18847853	18847987	-	2	134	1	N	0
REPET	ISO1_951_INE-1	.	302	INE-1	3L	18848696	18848998	-	-1	0	0	-	0
BOTH	FBti0062746	ISO1_952_INE-1	68	INE-1	3L	18933429	18933497	+	66	68	1	N	0
BOTH	FBti0020156	ISO1_953_jockey	268	jockey	3L	19008900	19009168	+	14	254	1	N	0
REPET	ISO1_954_Kepler	.	227	Kepler	3R	6766670	6766897	-	-1	0	0	-	0
BOTH	FBti0063928	ISO1_955_INE-1	192	INE-1	3R	6782109	6782301	+	7	192	1	N	0
BOTH	FBti0063930	ISO1_956_INE-1	168	INE-1	3R	6784613	6784781	-	1	168	1	N	0
FLYBASE	FBti0063917	.	161	BS2	3R	6820676	6820837	+	-1	161	1	Y	0
REPET	ISO1_957_BS3	.	231	BS3	3R	6820676	6820907	+	-1	0	0	-	0
REPET	ISO1_958_BS3	.	231	BS3	3R	6822022	6822253	-	-1	0	0	-	0
FLYBASE	FBti0063919	.	161	BS2	3R	6822092	6822253	-	-1	161	1	Y	0
BOTH	FBti0063269	ISO1_959_INE-1	100	INE-1	3R	6856751	6856851	-	68	100	1	N	0
REPET	ISO1_960_Kepler	.	261	Kepler	3R	6858290	6858551	-	-1	0	0	-	0
BOTH	FBti0063270	ISO1_961_INE-1	183	INE-1	3R	7001673	7001856	+	29	183	1	N	0
FLYBASE	FBti0059784	.	37	INE-1	3R	7038578	7038615	+	-1	0	0	-	0
BOTH	FBti0059785	ISO1_962_INE-1	229	INE-1	3R	7040027	7040256	+	4	225	1	N	0
BOTH	FBti0059786	ISO1_963_INE-1	34	INE-1	3R	7041574	7041608	+	138	34	1	N	0
FLYBASE	FBti0059787	.	30	INE-1	3R	7060415	7060445	-	-1	0	0	-	0
FLYBASE	FBti0059801	.	66	G5A	3R	7060665	7060731	-	-1	0	0	-	0
BOTH	FBti0020312	ISO1_964_G4	713	G4	3R	7080708	7081421	-	13	713	1	N	0
BOTH	FBti0059789	ISO1_965_INE-1|ISO1_966_INE-1	489	INE-1	3R	7081559	7082048	+	NA	NA	2	N	2
BOTH	FBti0059796	ISO1_967_H	777	H	3R	7090364	7091141	+	450	777	1	N	0
BOTH	FBti0059798	ISO1_967_H	435	H	3R	7091156	7091591	+	792	435	1	N	0
BOTH	FBti0020313	ISO1_968_HB	915	HB	3R	7140147	7141062	+	2	914	1	N	0
REPET	ISO1_969_INE-1	.	104	INE-1	3R	7177836	7177940	-	-1	0	0	-	0
REPET	ISO1_970_INE-1	.	310	INE-1	3R	7274429	7274739	-	-1	0	0	-	0
REPET	ISO1_971_INE-1	.	263	INE-1	3R	7312132	7312395	+	-1	0	0	-	0
REPET	ISO1_972_INE-1	.	164	INE-1	3R	7314028	7314192	+	-1	0	0	-	0
BOTH	FBti0059824	ISO1_973_INE-1	117	INE-1	3R	7317499	7317616	-	14	117	1	N	0
BOTH	FBti0059825	ISO1_974_INE-1	115	INE-1	3R	7327452	7327567	-	38	115	1	N	0
BOTH	FBti0059826	ISO1_975_INE-1	61	INE-1	3R	7341649	7341710	+	273	61	1	N	0
BOTH	FBti0019322	ISO1_976_Micropia	5470	Micropia	3R	7349764	7355234	-	3	5470	1	N	0
BOTH	FBti0019323	ISO1_977_pogo	185	pogo	3R	7355263	7355448	-	1	185	1	N	0
BOTH	FBti0059844	ISO1_978_INE-1|ISO1_979_INE-1	322	INE-1	3R	7451652	7451974	-	NA	NA	2	N	2
FLYBASE	FBti0059847	.	41	INE-1	3R	7467864	7467905	-	-1	0	0	-	0
BOTH	FBti0019324	ISO1_980_BS2	708	BS2	3R	7471057	7471765	-	8	708	1	N	0
BOTH	FBti0020314	ISO1_981_Helena	278	Helena	3R	7475560	7475838	+	39	239	1	N	0
FLYBASE	FBti0059850	.	50	INE-1	3R	7517330	7517380	+	-1	0	0	-	0
REPET	ISO1_982_gtwin	.	113	gtwin	3R	7527727	7527840	-	-1	0	0	-	0
BOTH	FBti0059855	ISO1_983_INE-1	98	INE-1	3R	7534017	7534115	-	210	86	1	N	0
FLYBASE	FBti0059857	.	40	INE-1	3R	7558461	7558501	+	-1	0	0	-	0
BOTH	FBti0019326	ISO1_984_Doc	4698	Doc	3R	7558576	7563274	+	0	4698	1	N	0
BOTH	FBti0059892	ISO1_985_HB	369	HB	3R	7640164	7640533	+	2	367	1	N	0
BOTH	FBti0019327	ISO1_986_H	1291	H	3R	7641118	7642409	-	38	1251	1	N	0
BOTH	FBti0059897	ISO1_987_Micropia	448	Micropia	3R	7643135	7643583	+	1520	448	1	N	0
REPET	ISO1_988_Kepler	.	149	Kepler	3R	7652451	7652600	+	-1	0	0	-	0
FLYBASE	FBti0059876	.	56	INE-1	3R	7656573	7656629	-	-1	0	0	-	0
BOTH	FBti0059775	ISO1_989_Invader3|ISO1_991_Invader3	13187	Invader3	3R	7694632	7707819	+	NA	NA	3	Y	2
FLYBASE	FBti0020316	.	7717	gypsy3	3R	7695710	7703427	+	-1	7717	1	Y	0
BOTH	FBti0020317	ISO1_990_gypsy1	7188	gypsy1	3R	7696150	7703338	+	531	7188	1	N	0
BOTH	FBti0020320	ISO1_991_Invader3	5815	Invader3	3R	7707820	7713635	+	4392	5815	1	N	0
BOTH	FBti0020321	ISO1_992_Stalker2	7880	Stalker2	3R	7729521	7737401	+	1	7880	1	N	0
FLYBASE	FBti0059877	.	62	INE-1	3R	7759114	7759176	+	-1	0	0	-	0
REPET	ISO1_993_1731	.	167	1731	3R	7759896	7760063	+	-1	0	0	-	0
BOTH	FBti0059879	ISO1_994_INE-1	309	INE-1	3R	7764515	7764824	+	32	309	1	N	0
BOTH	FBti0019329	ISO1_995_Invader3	301	Invader3	3R	7819203	7819504	-	2	298	1	N	0
REPET	ISO1_996_INE-1	.	146	INE-1	3R	7838416	7838562	+	-1	0	0	-	0
BOTH	FBti0020322	ISO1_997_1360	1106	1360	3R	7849700	7850806	-	3	1106	1	N	0
FLYBASE	FBti0059899	.	70	INE-1	3R	7876713	7876783	-	-1	0	0	-	0
BOTH	FBti0059901	ISO1_998_INE-1	61	INE-1	3R	7915828	7915889	+	439	61	1	N	0
FLYBASE	FBti0059907	.	32	gtwin	3R	7947788	7947820	-	-1	0	0	-	0
BOTH	FBti0059903	ISO1_999_INE-1	104	INE-1	3R	7959382	7959486	+	0	104	1	N	0
BOTH	FBti0019330	ISO1_1000_1360	1001	1360	3R	7973371	7974372	-	2	1001	1	N	0
REPET	ISO1_1001_INE-1	.	175	INE-1	3R	7981077	7981252	+	-1	0	0	-	0
BOTH	FBti0019331	ISO1_1002_Cr1a	1073	Cr1a	3R	8042714	8043787	-	4	1073	1	N	0
BOTH	FBti0019332	ISO1_1003_BS	5141	BS	3R	8043844	8048985	-	3	5141	1	N	0
REPET	ISO1_1004_LARD	.	276	LARD	3R	8081673	8081949	-	-1	0	0	-	0
BOTH	FBti0019333	ISO1_1005_297	3419	297	3R	8090593	8094012	-	5	3419	1	N	0
BOTH	FBti0019334	ISO1_1006_Transpac	5247	Transpac	3R	8094463	8099710	+	6	5247	1	N	0
BOTH	FBti0019335	ISO1_1007_G2	3030	G2	3R	8101815	8104845	-	0	3030	1	N	0
REPET	ISO1_1008_Doc2	.	106	Doc2	3R	8165981	8166087	-	-1	0	0	-	0
BOTH	FBti0019336	ISO1_1009_F-element	785	F-element	3R	8207612	8208397	+	0	785	1	N	0
BOTH	FBti0060321	ISO1_1010_INE-1	111	INE-1	3R	8232877	8232988	-	91	111	1	N	0
BOTH	FBti0060339	ISO1_1011_Tc1-2	75	Tc1-2	3R	8239923	8239998	+	90	75	1	N	0
BOTH	FBti0060337	ISO1_1012_1360	104	1360	3R	8261647	8261751	-	25	104	1	N	0
REPET	ISO1_1013_Stalker2	.	138	Stalker2	3R	8388354	8388492	-	-1	0	0	-	0
BOTH	FBti0019337	ISO1_1014_roo	9107	roo	3R	8403063	8412170	+	0	9107	1	N	0
REPET	ISO1_1015_LARD	.	346	LARD	3R	8514624	8514970	+	-1	0	0	-	0
REPET	ISO1_1016_hopper2	.	150	hopper2	3R	8543482	8543632	+	-1	0	0	-	0
BOTH	FBti0019338	ISO1_1017_HMS-Beagle	4578	HMS-Beagle	3R	8570533	8575111	-	2	4578	1	N	0
BOTH	FBti0019339	ISO1_1018_roo	9094	roo	3R	8601822	8610916	-	0	9094	1	N	0
BOTH	FBti0019340	ISO1_1019_jockey	2325	jockey	3R	8707461	8709786	-	3	2325	1	N	0
REPET	ISO1_1020_Kepler	.	184	Kepler	3R	8712721	8712905	-	-1	0	0	-	0
BOTH	FBti0019341	ISO1_1021_297	3786	297	3R	8868850	8872636	+	6	3786	1	N	0
BOTH	FBti0020323	ISO1_1022_1360	1095	1360	3R	8894928	8896023	-	0	1095	1	N	0
BOTH	FBti0059706	ISO1_1023_297	8106	297	3R	8898276	8906382	+	6	8106	2	N	1
BOTH	FBti0020325	ISO1_1024_1731	4647	1731	3R	8898777	8903424	+	3	4647	2	N	1
BOTH	FBti0019343	ISO1_1025_rover	7411	rover	3R	8906389	8913800	+	0	7411	1	N	0
BOTH	FBti0019344	ISO1_1027_Rt1a	5176	Rt1a	3R	9278840	9284016	-	11	115	2	N	1
REPET	ISO1_1026_Rt1b	.	115	Rt1b	3R	9278848	9278963	-	-1	0	0	-	0
BOTH	FBti0020328	ISO1_1028_Stalker	7229	Stalker	3R	9304584	9311813	+	0	7229	1	N	0
BOTH	FBti0019345	ISO1_1029_jockey	362	jockey	3R	9319631	9319993	+	24	338	1	N	0
BOTH	FBti0019346	ISO1_1030_pogo	185	pogo	3R	9361869	9362054	+	1	185	1	N	0
REPET	ISO1_1031_1731	.	100	1731	3R	9463269	9463369	+	-1	0	0	-	0
FLYBASE	FBti0060443	.	31	1360	3R	9700026	9700057	+	-1	0	0	-	0
BOTH	FBti0019347	ISO1_1032_mdg1	7364	mdg1	3R	9838163	9845527	+	0	7364	1	N	0
BOTH	FBti0019348	ISO1_1033_Blastopia	5028	Blastopia	3R	9845570	9850598	-	0	5028	1	N	0
REPET	ISO1_1034_LARD	.	383	LARD	3R	10063443	10063826	+	-1	0	0	-	0
BOTH	FBti0060447	ISO1_1035_INE-1	210	INE-1	3R	10152030	10152240	+	9	210	1	N	0
BOTH	FBti0019349	ISO1_1036_297	5929	297	3R	10197007	10202936	+	6	5929	1	N	0
BOTH	FBti0019350	ISO1_1037_mdg3	5519	mdg3	3R	10231837	10237356	-	0	5519	1	N	0
BOTH	FBti0019351	ISO1_1038_I-element	1962	I-element	3R	10255433	10257395	-	24	1962	1	N	0
BOTH	FBti0019352	ISO1_1039_I-element	3406	I-element	3R	10257396	10260802	+	5	3406	1	N	0
BOTH	FBti0019353	ISO1_1040_297	6916	297	3R	10341666	10348582	-	6	6916	1	N	0
BOTH	FBti0060455	ISO1_1041_INE-1	107	INE-1	3R	10417685	10417792	+	4	103	1	N	0
FLYBASE	FBti0060456	.	39	INE-1	3R	10420560	10420599	-	-1	0	0	-	0
FLYBASE	FBti0060893	.	37	I-element	3R	10675080	10675117	-	-1	0	0	-	0
BOTH	FBti0019354	ISO1_1042_17-6	7474	17-6	3R	10804228	10811702	+	2	7474	1	N	0
BOTH	FBti0060908	ISO1_1043_1360	104	1360	3R	10898636	10898740	-	0	104	1	N	0
BOTH	FBti0060896	ISO1_1044_H	274	H	3R	10920305	10920579	+	14	274	1	N	0
REPET	ISO1_1045_Rt1a	.	150	Rt1a	3R	10958052	10958202	+	-1	0	0	-	0
BOTH	FBti0019355	ISO1_1046_Rt1b	5169	Rt1b	3R	10958085	10963254	+	152	117	2	N	1
FLYBASE	FBti0060911	.	40	transib2	3R	10964778	10964818	+	-1	0	0	-	0
BOTH	FBti0019356	ISO1_1047_297	5600	297	3R	11065640	11071240	-	6	5600	1	N	0
FLYBASE	FBti0060913	.	44	INE-1	3R	11235226	11235270	+	-1	0	0	-	0
REPET	ISO1_1048_LARD	.	194	LARD	3R	11312772	11312966	-	-1	0	0	-	0
BOTH	FBti0019357	ISO1_1049_roo	9096	roo	3R	11379291	11388387	-	4	9096	1	N	0
BOTH	FBti0020329	ISO1_1050_G5	273	G5	3R	11568355	11568628	-	10	273	1	N	0
BOTH	FBti0060976	ISO1_1051_INE-1	200	INE-1	3R	11807583	11807783	-	17	200	1	N	0
BOTH	FBti0019358	ISO1_1052_BS	5121	BS	3R	11841121	11846242	-	7	5121	1	N	0
BOTH	FBti0019359	ISO1_1053_S-element|ISO1_1054_S-element	1093	S-element	3R	11957042	11958135	-	NA	NA	2	N	2
BOTH	FBti0019360	ISO1_1055_pogo	2121	pogo	3R	12022938	12025059	-	1	2121	1	N	0
BOTH	FBti0060997	ISO1_1056_INE-1	283	INE-1	3R	12212344	12212627	+	53	283	1	N	0
REPET	ISO1_1057_NewFam06	.	439	NewFam06	3R	12311791	12312230	-	-1	0	0	-	0
FLYBASE	FBti0061002	.	82	INE-1	3R	12363576	12363658	-	-1	0	0	-	0
FLYBASE	FBti0061004	.	51	INE-1	3R	12371456	12371507	-	-1	0	0	-	0
REPET	ISO1_1058_Kepler	.	147	Kepler	3R	12468177	12468324	+	-1	0	0	-	0
BOTH	FBti0020330	ISO1_1059_Copia2	834	Copia2	3R	12468478	12469312	-	1610	834	1	N	0
BOTH	FBti0059720	ISO1_1059_Copia2	1255	Copia2	3R	12469667	12470922	-	1189	1255	2	N	1
BOTH	FBti0020332	ISO1_1060_Invader1	418	Invader1	3R	12469837	12470255	-	11	418	2	N	1
BOTH	FBti0019361	ISO1_1061_1360	1106	1360	3R	12471073	12472179	-	3	1106	1	N	0
BOTH	FBti0059721	ISO1_1062_Copia2	899	Copia2	3R	12472390	12473289	-	4136	899	1	N	0
FLYBASE	FBti0020335	.	191	Invader1	3R	12472451	12472642	-	-1	191	1	Y	0
BOTH	FBti0059757	ISO1_1062_Copia2	1251	Copia2	3R	12473630	12474881	-	3784	1251	2	N	1
BOTH	FBti0059717	ISO1_1063_Invader1	397	Invader1	3R	12473814	12474211	-	7	397	2	N	1
BOTH	FBti0059722	ISO1_1062_Copia2	1237	Copia2	3R	12475236	12476473	-	3798	1237	2	N	1
BOTH	FBti0059718	ISO1_1064_Invader1	398	Invader1	3R	12475405	12475803	-	1596	398	2	N	1
BOTH	FBti0020345	ISO1_1062_Copia2	611	Copia2	3R	12476814	12477425	-	4424	611	2	N	1
BOTH	FBti0059719	ISO1_1064_Invader1	387	Invader1	3R	12476998	12477385	-	1607	387	2	N	1
BOTH	FBti0059723	ISO1_1065_Copia2	1258	Copia2	3R	12478162	12479420	-	3357	1258	2	N	1
BOTH	FBti0020349	ISO1_1066_Invader1	419	Invader1	3R	12478331	12478750	-	1545	419	2	N	1
BOTH	FBti0059756	ISO1_1065_Copia2	1181	Copia2	3R	12479761	12480942	-	3434	1181	2	N	1
BOTH	FBti0020352	ISO1_1066_Invader1	341	Invader1	3R	12479945	12480286	-	1623	341	2	N	1
BOTH	FBti0059755	ISO1_1065_Copia2	1153	Copia2	3R	12481096	12482249	-	3462	1153	2	N	1
BOTH	FBti0020355	ISO1_1067_Invader1	419	Invader1	3R	12481171	12481590	-	1619	419	2	N	1
BOTH	FBti0059754	ISO1_1065_Copia2|ISO1_1069_Copia2	3187	Copia2	3R	12482590	12485777	-	NA	NA	4	Y	2
BOTH	FBti0020358	ISO1_1067_Invader1	421	Invader1	3R	12482773	12483194	-	1617	421	1	N	0
BOTH	FBti0020359	ISO1_1068_Micropia	2050	Micropia	3R	12483203	12485253	-	0	2050	1	N	0
BOTH	FBti0059724	ISO1_1069_Copia2	1257	Copia2	3R	12486128	12487385	-	4225	1257	2	N	1
BOTH	FBti0020362	ISO1_1070_Invader1	417	Invader1	3R	12486298	12486715	-	1546	417	2	N	1
BOTH	FBti0059753	ISO1_1069_Copia2	1167	Copia2	3R	12487740	12488907	-	4315	1167	2	N	1
BOTH	FBti0020365	ISO1_1070_Invader1	342	Invader1	3R	12487909	12488251	-	1621	342	2	N	1
BOTH	FBti0059752	ISO1_1069_Copia2	1153	Copia2	3R	12489061	12490214	-	4329	1153	2	N	1
BOTH	FBti0020368	ISO1_1071_Invader1	419	Invader1	3R	12489136	12489555	-	1619	419	2	N	1
BOTH	FBti0059751	ISO1_1069_Copia2|ISO1_1073_Copia2	6650	Copia2	3R	12490555	12497205	-	NA	NA	4	Y	2
BOTH	FBti0020371	ISO1_1071_Invader1	421	Invader1	3R	12490738	12491159	-	1617	421	1	N	0
BOTH	FBti0020372	ISO1_1072_Micropia	5372	Micropia	3R	12491168	12496540	-	0	5372	1	N	0
BOTH	FBti0059725	ISO1_1073_Copia2|ISO1_1076_Copia2	1752	Copia2	3R	12497527	12499279	-	NA	NA	4	Y	2
BOTH	FBti0020375	ISO1_1074_Invader1	420	Invader1	3R	12497697	12498117	-	2089	420	1	N	0
BOTH	FBti0020376	ISO1_1075_Micropia	487	Micropia	3R	12498126	12498613	-	1	487	3	N	1
BOTH	FBti0059750	ISO1_1076_Copia2	1273	Copia2	3R	12499587	12500860	-	1097	609	2	N	1
BOTH	FBti0020379	ISO1_1074_Invader1	420	Invader1	3R	12499770	12500190	-	2089	420	2	N	1
BOTH	FBti0061043	ISO1_1076_Copia2	33	Copia2	3R	12500947	12500980	-	2337	33	1	N	0
BOTH	FBti0019362	ISO1_1077_S-element	605	S-element	3R	12501196	12501801	+	166	605	1	N	0
BOTH	FBti0062822	ISO1_1077_S-element	160	S-element	3R	12501802	12501962	+	611	160	1	N	0
BOTH	FBti0062854	ISO1_1078_H	432	H	3R	12588914	12589346	+	0	432	1	N	0
REPET	ISO1_1079_LARD	.	621	LARD	3R	12737192	12737813	+	-1	0	0	-	0
FLYBASE	FBti0061529	.	63	BS	3R	12780325	12780388	+	-1	0	0	-	0
BOTH	FBti0061513	ISO1_1080_INE-1	241	INE-1	3R	12821332	12821573	+	2	234	1	N	0
BOTH	FBti0019363	ISO1_1081_roo	427	roo	3R	12864617	12865044	+	13	427	1	N	0
BOTH	FBti0061515	ISO1_1082_INE-1	49	INE-1	3R	12895804	12895853	-	220	49	1	N	0
BOTH	FBti0019364	ISO1_1083_Copia	5144	Copia	3R	12920208	12925352	-	1	5144	1	N	0
FLYBASE	FBti0061545	.	36	INE-1	3R	13105556	13105592	-	-1	0	0	-	0
BOTH	FBti0019365	ISO1_1084_pogo	2119	pogo	3R	13135881	13138000	+	1	2119	1	N	0
BOTH	FBti0019366	ISO1_1085_mdg3	5519	mdg3	3R	13143088	13148607	-	0	5519	1	N	0
REPET	ISO1_1086_BS	.	123	BS	3R	13173892	13174015	-	-1	0	0	-	0
BOTH	FBti0019367	ISO1_1087_Doc	4720	Doc	3R	13314158	13318878	-	0	4720	1	N	0
BOTH	FBti0019368	ISO1_1088_I-element	323	I-element	3R	13375533	13375856	+	0	323	1	N	0
REPET	ISO1_1089_hopper2	.	114	hopper2	3R	13375951	13376065	-	-1	0	0	-	0
BOTH	FBti0019369	ISO1_1090_jockey	2731	jockey	3R	13517303	13520034	-	8	2723	1	N	0
BOTH	FBti0019370	ISO1_1091_S-element	290	S-element	3R	13712131	13712421	+	4	290	1	N	0
FLYBASE	FBti0061579	.	111	INE-1	3R	13733895	13734006	-	-1	0	0	-	0
FLYBASE	FBti0061581	.	36	Tirant	3R	13734597	13734633	-	-1	0	0	-	0
BOTH	FBti0019371	ISO1_1092_Rt1b	2105	Rt1b	3R	13978793	13980898	+	0	2105	1	N	0
BOTH	FBti0019372	ISO1_1093_S-element	1761	S-element	3R	14021702	14023463	-	15	1761	1	N	0
BOTH	FBti0019373	ISO1_1094_F-element	4689	F-element	3R	14180867	14185556	+	0	4689	1	N	0
BOTH	FBti0019374	ISO1_1095_roo	9091	roo	3R	14194483	14203574	+	9	9091	1	N	0
BOTH	FBti0019375	ISO1_1096_Idefix	7440	Idefix	3R	14236990	14244430	-	8	7440	1	N	0
BOTH	FBti0019376	ISO1_1097_jockey	1435	jockey	3R	14246440	14247875	+	26	1409	1	N	0
FLYBASE	FBti0062069	.	49	Doc3	3R	14379922	14379971	+	-1	0	0	-	0
